0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,64,0,0,0,0,64,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,183,184,
191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,128,0,0,0,0,128,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,191,192,
183,184,183,184,183,184,199,200,199,200,199,200,199,200,199,200,199,200,199,200,199,200,199,200,63,0,0,0,0,63,199,200,199,200,199,200,199,200,199,200,199,200,199,200,183,184,183,184,183,184,
191,192,191,192,191,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,192,191,192,191,192,
183,184,183,184,199,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,200,183,184,183,184,
191,192,191,192,0,0,0,0,0,25,25,25,25,25,97,98,99,100,101,25,25,25,25,25,25,0,0,0,0,25,25,25,25,25,65,66,67,68,25,25,25,0,0,0,0,0,191,192,191,192,
183,184,183,184,0,0,0,0,26,0,0,0,0,0,105,106,107,108,109,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,73,74,75,76,0,0,26,0,0,0,0,0,183,184,183,184,
191,192,191,192,0,0,0,25,0,0,0,0,0,0,113,114,115,116,117,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,81,82,83,84,0,0,0,0,25,0,0,0,191,192,191,192,
183,184,183,184,0,0,26,0,0,0,0,0,0,0,121,122,123,124,125,0,0,0,0,0,26,0,0,0,26,0,0,0,0,26,0,0,0,18,0,0,0,0,26,0,0,0,183,184,183,184,
191,192,191,192,0,0,26,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,0,0,26,0,0,0,26,0,0,0,0,26,0,0,0,26,0,0,0,0,26,0,0,0,191,192,191,192,
183,184,183,184,0,0,26,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,26,0,0,0,26,0,0,0,0,26,0,0,0,26,0,0,0,0,26,0,0,0,183,184,183,184,
191,192,191,192,0,0,0,25,25,25,25,25,25,25,25,0,0,0,25,25,25,25,25,25,25,0,0,0,0,25,25,25,25,25,0,0,0,25,25,25,25,25,25,0,0,0,191,192,191,192,
