0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,2245,0,2200,0,2200,0,0,0,0,
0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,2208,0,0,0,0,0,0,
0,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,2200,0,0,2245,0,0,2200,0,0,
0,0,2223,2224,2224,2224,0,2245,0,0,0,0,0,0,0,2208,2245,0,2200,0,0,2208,0,0,
0,0,2231,2232,2232,2232,0,0,0,0,0,0,0,0,0,0,0,0,2208,0,2245,0,0,0,
0,0,2223,2224,2223,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,2200,0,0,
0,0,2231,2232,2231,2232,2245,0,0,0,0,0,0,0,0,0,0,0,0,2208,0,2208,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2217,2218,2218,2218,2218,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2225,2226,2226,2226,2226,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2225,2226,2226,2226,2226,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2225,2226,2226,2226,2226,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2225,2226,2226,2226,2226,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2233,2234,2234,2234,2234,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
