1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,40,15,15,39,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,1,1,1,1,1,1,
1,1,1,1,1,1,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,1,1,1,1,1,1,
1,1,1,1,6,7,40,15,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,15,15,31,23,23,23,23,23,23,23,23,23,23,23,23,32,15,39,7,8,1,1,1,1,
1,1,1,1,14,15,15,15,16,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,14,15,15,16,1,1,1,1,1,1,1,1,1,3,1,1,14,15,15,15,16,1,1,1,1,
1,1,1,1,14,15,31,23,24,4,3,1,1,3,1,1,1,1,1,1,4,1,1,1,1,14,15,15,16,1,3,1,1,1,1,1,1,1,1,1,4,22,23,32,15,16,1,1,1,1,
1,1,1,1,14,15,16,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,4,1,3,14,15,15,16,1,1,1,4,1,14,15,16,1,1,3,1,4,1,14,15,16,1,1,1,1,
1,1,1,1,14,15,16,1,4,1,4,1,1,1,1,14,15,16,1,1,3,1,1,1,1,14,15,15,16,1,4,1,1,1,14,15,16,1,1,1,1,1,1,14,15,16,1,1,1,1,
1,1,1,1,14,15,16,1,3,1,1,3,4,1,1,14,15,16,1,4,1,1,4,1,1,14,15,15,16,1,1,1,1,3,14,15,16,1,4,1,1,3,1,14,15,16,1,1,1,1,
1,1,1,1,14,15,16,1,1,1,4,1,1,1,1,14,15,16,1,1,1,1,1,3,1,14,15,15,16,1,1,4,1,1,14,15,16,1,1,1,1,1,1,14,15,16,1,1,1,1,
1,1,1,1,14,15,39,7,7,7,7,7,7,7,7,40,15,39,7,7,7,7,7,7,7,40,15,15,39,7,7,7,7,7,40,15,39,7,7,7,7,7,7,40,15,16,1,1,1,1,
1,1,1,1,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,1,1,1,1,
1,1,1,1,22,23,23,23,23,23,23,23,23,23,23,32,15,31,23,23,23,23,23,23,23,32,15,15,31,23,23,23,23,23,32,15,31,23,23,23,23,23,23,23,23,24,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,16,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,14,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,16,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,14,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,16,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,14,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,14,15,16,1,14,15,16,1,14,15,16,1,1,1,14,15,15,16,1,14,15,16,1,14,15,16,1,14,15,16,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,14,15,39,7,40,15,39,7,40,15,39,7,7,7,40,15,15,39,7,40,15,39,7,40,15,39,7,40,15,16,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
