1,2,1,2,1,2,1,2,1,2,1,2,10,1,2,1,2,1,2,1,2,1,2,1,2,
3,4,3,4,3,4,3,4,3,4,3,4,10,3,4,3,4,3,4,3,4,3,4,3,4,
18,19,5,6,5,6,5,6,5,6,5,6,10,5,6,5,6,5,6,5,6,5,6,18,19,
3,4,12,11,11,11,11,11,11,11,11,11,11,13,14,12,11,11,11,11,11,11,12,3,4,
18,19,11,11,11,11,9,2,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,19,
3,4,11,12,11,11,3,4,9,2,1,2,1,2,1,2,1,2,1,2,11,11,12,3,4,
18,19,11,11,11,11,18,19,3,4,3,4,3,4,3,4,3,4,3,4,12,11,11,18,19,
3,4,11,11,13,14,3,4,5,6,5,6,5,6,5,6,5,6,5,6,11,11,11,3,4,
18,19,11,12,11,11,18,19,13,14,11,11,11,11,11,11,11,11,11,11,12,11,11,18,19,
3,4,11,11,11,11,3,4,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,3,4,
18,19,11,11,11,12,18,19,11,11,11,11,11,11,12,11,11,11,11,11,11,12,11,18,19,
3,4,12,11,11,11,3,4,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,3,4,
18,19,13,14,11,11,5,6,1,2,1,2,1,2,1,2,1,2,1,2,11,11,11,18,19,
3,4,11,11,11,11,11,12,3,4,3,4,3,4,3,4,3,4,3,4,11,11,11,3,4,
18,19,11,11,12,11,13,14,5,6,5,6,5,6,5,6,5,6,5,6,15,16,17,18,19,
3,4,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,12,3,4,
18,19,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,18,19,
3,4,12,11,11,11,9,2,1,2,1,2,1,2,1,2,1,2,1,2,11,11,11,3,4,
18,19,11,11,11,11,3,4,3,4,3,4,3,4,3,4,3,4,3,4,11,12,11,18,19,
3,4,15,16,16,17,5,6,5,6,5,6,5,6,5,6,5,6,5,6,11,11,11,3,4,
18,19,11,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,18,19,
3,4,13,14,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,13,14,3,4,
18,19,1,2,1,2,1,2,1,2,1,2,10,9,2,1,2,1,2,1,2,1,2,18,19,
3,4,3,4,3,4,3,4,3,4,3,4,10,3,4,3,4,3,4,3,4,3,4,3,4,
5,6,5,6,5,6,5,6,5,6,5,6,10,5,6,5,6,5,6,5,6,5,6,5,6
