0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,
865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,
857,858,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,857,858,
865,866,0,0,2306,2307,2252,2304,5049,5050,5051,5052,5053,5054,5055,0,0,0,2304,2304,2304,2252,865,866,
857,858,0,0,0,0,0,2304,5057,5058,5059,5060,5061,5062,5063,0,0,0,0,0,2306,2307,857,858,
865,866,0,0,0,0,0,0,5065,5066,5067,5068,5069,5070,5071,0,0,0,0,0,0,0,865,866,
857,858,0,0,0,0,0,0,5073,5074,5075,5076,5077,5078,5079,0,0,0,0,0,0,0,857,858,
865,866,0,0,0,0,0,0,5081,5082,5083,5084,5085,5086,5087,2165,2166,2167,0,0,0,0,865,866,
857,858,0,0,0,0,0,0,5089,5090,5091,5092,5093,5094,5095,2173,2174,2175,0,0,0,0,857,858,
865,866,0,0,0,0,0,0,5097,5098,5099,5100,5101,5102,5103,2181,2182,2183,0,0,0,0,865,866,
857,858,3105,3106,3106,3106,3106,3106,3107,5106,5107,5108,2158,5110,3105,3106,3106,3107,0,3105,3106,3107,857,858,
865,866,2325,2326,0,0,0,0,0,3408,0,0,2928,3408,0,0,0,0,0,0,2325,2326,865,866,
857,858,2333,2334,0,0,0,0,0,3416,0,0,0,3416,0,0,0,0,0,0,2333,2334,857,858,
865,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,866,
857,858,0,0,0,0,0,0,0,3408,0,0,0,3408,0,0,620,621,621,621,622,0,857,858,
865,866,0,0,0,0,0,0,0,3416,0,0,0,3416,0,0,628,629,629,629,630,0,865,866,
857,858,0,0,0,0,0,0,0,0,0,0,0,2925,0,0,628,629,629,629,630,0,857,858,
865,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,637,637,637,638,0,865,866,
857,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,858,
865,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,866,
857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,857,858,
865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,865,866,
873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874,873,874
