849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,
0,0,0,0,0,0,0,0,5025,5026,5027,5028,5029,5030,5031,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,5033,5034,5035,5036,5037,5038,5039,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,5041,5042,5043,5044,5045,5046,5047,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,2150,0,2150,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,3400,2158,0,2920,3400,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,3400,0,0,0,3400,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,849,850,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
